0/20000, episode_reward : 1, episode_length : 10, CTR : 0.1, a_loss : 0, q_loss : 0
18911/20000, episode_reward : 20, episode_length : 4, CTR : 1.0, a_loss : -25.94074249267578, q_loss : 0.011781662702560425
18912/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -26.139915466308594, q_loss : 0.0162663571536541
18913/20000, episode_reward : 5, episode_length : 1, CTR : 1.0, a_loss : -31.51345443725586, q_loss : 0.011333981528878212
18914/20000, episode_reward : 2, episode_length : 2, CTR : 0.5, a_loss : -29.39582061767578, q_loss : 0.011536657810211182
18915/20000, episode_reward : 7, episode_length : 3, CTR : 0.6666666666666666, a_loss : -22.893192291259766, q_loss : 0.012965844012796879
18916/20000, episode_reward : 65, episode_length : 29, CTR : 0.5172413793103449, a_loss : -25.746360778808594, q_loss : 0.0076559497974812984
18917/20000, episode_reward : 13, episode_length : 2, CTR : 1.0, a_loss : -22.86842155456543, q_loss : 0.012796708382666111
18918/20000, episode_reward : 5, episode_length : 1, CTR : 1.0, a_loss : -20.604778289794922, q_loss : 0.01101360097527504
18919/20000, episode_reward : 71, episode_length : 17, CTR : 0.8823529411764706, a_loss : -26.22787094116211, q_loss : 0.017253350466489792
18920/20000, episode_reward : 35, episode_length : 9, CTR : 1.0, a_loss : -23.212242126464844, q_loss : 0.009838876314461231
18921/20000, episode_reward : 42, episode_length : 10, CTR : 0.9, a_loss : -29.768749237060547, q_loss : 0.009958137758076191
18922/20000, episode_reward : 153, episode_length : 36, CTR : 0.9166666666666666, a_loss : -29.26936149597168, q_loss : 0.014748163521289825
18923/20000, episode_reward : 18, episode_length : 3, CTR : 1.0, a_loss : -23.251853942871094, q_loss : 0.010310571640729904
18924/20000, episode_reward : 356, episode_length : 100, CTR : 0.51, a_loss : -27.247411727905273, q_loss : 0.014419197104871273
18925/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -30.196136474609375, q_loss : 0.011923236772418022
18926/20000, episode_reward : 4, episode_length : 1, CTR : 1.0, a_loss : -29.57913589477539, q_loss : 0.01017957367002964
18927/20000, episode_reward : 1, episode_length : 1, CTR : 1.0, a_loss : -29.17620849609375, q_loss : 0.011401265859603882
18928/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -27.755924224853516, q_loss : 0.014754865318536758
18929/20000, episode_reward : 17, episode_length : 4, CTR : 1.0, a_loss : -32.88764953613281, q_loss : 0.0228433720767498
18930/20000, episode_reward : 0, episode_length : 4, CTR : 0.0, a_loss : -25.15877342224121, q_loss : 0.010327012278139591
18931/20000, episode_reward : 176, episode_length : 43, CTR : 0.7906976744186046, a_loss : -29.305984497070312, q_loss : 0.015438415110111237
18932/20000, episode_reward : 10, episode_length : 2, CTR : 1.0, a_loss : -27.36328125, q_loss : 0.011288821697235107
18933/20000, episode_reward : 4, episode_length : 1, CTR : 1.0, a_loss : -33.23601531982422, q_loss : 0.0344209149479866
18934/20000, episode_reward : 24, episode_length : 3, CTR : 1.0, a_loss : -30.081008911132812, q_loss : 0.01159447617828846
18935/20000, episode_reward : 14, episode_length : 3, CTR : 1.0, a_loss : -27.97208023071289, q_loss : 0.010924609377980232
18936/20000, episode_reward : 10, episode_length : 2, CTR : 1.0, a_loss : -26.63239288330078, q_loss : 0.008589754812419415
18937/20000, episode_reward : 25, episode_length : 6, CTR : 1.0, a_loss : -32.299659729003906, q_loss : 0.010708808898925781
18938/20000, episode_reward : 40, episode_length : 6, CTR : 0.8333333333333334, a_loss : -24.747722625732422, q_loss : 0.012551287189126015
18939/20000, episode_reward : 2, episode_length : 9, CTR : 0.2222222222222222, a_loss : -25.326467514038086, q_loss : 0.01358111947774887
18940/20000, episode_reward : 48, episode_length : 25, CTR : 0.36, a_loss : -22.51959228515625, q_loss : 0.011228146031498909
18941/20000, episode_reward : 5, episode_length : 1, CTR : 1.0, a_loss : -25.152555465698242, q_loss : 0.01171327568590641
18942/20000, episode_reward : 8, episode_length : 1, CTR : 1.0, a_loss : -30.522918701171875, q_loss : 0.014815108850598335
18943/20000, episode_reward : 9, episode_length : 2, CTR : 1.0, a_loss : -26.20952606201172, q_loss : 0.011750641278922558
18944/20000, episode_reward : 8, episode_length : 1, CTR : 1.0, a_loss : -29.93766975402832, q_loss : 0.010887349024415016
18945/20000, episode_reward : 44, episode_length : 7, CTR : 1.0, a_loss : -29.014244079589844, q_loss : 0.01121392659842968
18946/20000, episode_reward : 9, episode_length : 2, CTR : 1.0, a_loss : -29.883132934570312, q_loss : 0.008373797871172428
18947/20000, episode_reward : 5, episode_length : 1, CTR : 1.0, a_loss : -30.036273956298828, q_loss : 0.013687532395124435
18948/20000, episode_reward : 34, episode_length : 6, CTR : 0.6666666666666666, a_loss : -27.712387084960938, q_loss : 0.013845834881067276
18949/20000, episode_reward : 52, episode_length : 18, CTR : 0.7222222222222222, a_loss : -26.80266761779785, q_loss : 0.010561233386397362
18950/20000, episode_reward : 40, episode_length : 8, CTR : 1.0, a_loss : -32.687835693359375, q_loss : 0.007574599236249924
18951/20000, episode_reward : 5, episode_length : 1, CTR : 1.0, a_loss : -22.546680450439453, q_loss : 0.012017326429486275
18952/20000, episode_reward : 115, episode_length : 35, CTR : 0.45714285714285713, a_loss : -29.26698112487793, q_loss : 0.014787361957132816
18953/20000, episode_reward : 13, episode_length : 5, CTR : 1.0, a_loss : -30.42474365234375, q_loss : 0.009863115847110748
18954/20000, episode_reward : 20, episode_length : 5, CTR : 0.8, a_loss : -26.94040870666504, q_loss : 0.010597072541713715
18955/20000, episode_reward : 8, episode_length : 1, CTR : 1.0, a_loss : -29.912769317626953, q_loss : 0.012015472166240215
18956/20000, episode_reward : 45, episode_length : 9, CTR : 1.0, a_loss : -29.58501625061035, q_loss : 0.015218086540699005
18957/20000, episode_reward : 1, episode_length : 6, CTR : 0.16666666666666666, a_loss : -27.65000343322754, q_loss : 0.01966191455721855
18958/20000, episode_reward : 28, episode_length : 9, CTR : 0.8888888888888888, a_loss : -28.4969482421875, q_loss : 0.02135922759771347
18959/20000, episode_reward : 85, episode_length : 25, CTR : 1.0, a_loss : -27.140647888183594, q_loss : 0.009506642818450928
18960/20000, episode_reward : 71, episode_length : 16, CTR : 0.9375, a_loss : -22.39116668701172, q_loss : 0.013461013324558735
18961/20000, episode_reward : 16, episode_length : 2, CTR : 1.0, a_loss : -25.6875, q_loss : 0.01189494226127863
18962/20000, episode_reward : 10, episode_length : 2, CTR : 1.0, a_loss : -29.934860229492188, q_loss : 0.0058930497616529465
18963/20000, episode_reward : 13, episode_length : 2, CTR : 1.0, a_loss : -29.62837028503418, q_loss : 0.01468515396118164
18964/20000, episode_reward : 129, episode_length : 21, CTR : 0.8095238095238095, a_loss : -23.380046844482422, q_loss : 0.011236589401960373
18965/20000, episode_reward : 16, episode_length : 2, CTR : 1.0, a_loss : -24.825687408447266, q_loss : 0.008316610008478165
18966/20000, episode_reward : 13, episode_length : 2, CTR : 1.0, a_loss : -29.291677474975586, q_loss : 0.011326819658279419
18967/20000, episode_reward : 123, episode_length : 31, CTR : 0.9032258064516129, a_loss : -25.928035736083984, q_loss : 0.006410582922399044
18968/20000, episode_reward : 5, episode_length : 1, CTR : 1.0, a_loss : -26.693359375, q_loss : 0.006552640348672867
18969/20000, episode_reward : 14, episode_length : 11, CTR : 0.6363636363636364, a_loss : -29.03707504272461, q_loss : 0.011403843760490417
18970/20000, episode_reward : 2, episode_length : 1, CTR : 1.0, a_loss : -27.89668846130371, q_loss : 0.00807217974215746
18971/20000, episode_reward : 87, episode_length : 19, CTR : 1.0, a_loss : -27.517791748046875, q_loss : 0.012742755934596062
18972/20000, episode_reward : 40, episode_length : 5, CTR : 1.0, a_loss : -27.135141372680664, q_loss : 0.011982019059360027
18973/20000, episode_reward : 14, episode_length : 3, CTR : 1.0, a_loss : -27.86988639831543, q_loss : 0.010807367973029613
18974/20000, episode_reward : 44, episode_length : 8, CTR : 0.625, a_loss : -31.25811767578125, q_loss : 0.015498103573918343
18975/20000, episode_reward : 12, episode_length : 3, CTR : 1.0, a_loss : -25.586999893188477, q_loss : 0.014119483530521393
18976/20000, episode_reward : 25, episode_length : 5, CTR : 1.0, a_loss : -31.89348602294922, q_loss : 0.007703258190304041
18977/20000, episode_reward : 8, episode_length : 1, CTR : 1.0, a_loss : -29.624046325683594, q_loss : 0.01834576204419136
18978/20000, episode_reward : 86, episode_length : 17, CTR : 0.9411764705882353, a_loss : -26.807716369628906, q_loss : 0.015413694083690643
18979/20000, episode_reward : 5, episode_length : 1, CTR : 1.0, a_loss : -24.308019638061523, q_loss : 0.012121779844164848
18980/20000, episode_reward : 10, episode_length : 2, CTR : 1.0, a_loss : -27.564809799194336, q_loss : 0.013645118102431297
18981/20000, episode_reward : 145, episode_length : 32, CTR : 0.84375, a_loss : -23.09026527404785, q_loss : 0.010710670612752438
18982/20000, episode_reward : 11, episode_length : 5, CTR : 0.8, a_loss : -26.91431999206543, q_loss : 0.01302796509116888
18983/20000, episode_reward : 8, episode_length : 1, CTR : 1.0, a_loss : -32.181190490722656, q_loss : 0.009753654710948467
18984/20000, episode_reward : 25, episode_length : 5, CTR : 1.0, a_loss : -24.673290252685547, q_loss : 0.019051291048526764
18985/20000, episode_reward : 8, episode_length : 2, CTR : 1.0, a_loss : -29.790803909301758, q_loss : 0.012927711009979248
18986/20000, episode_reward : 21, episode_length : 4, CTR : 1.0, a_loss : -24.710039138793945, q_loss : 0.010561657138168812
18987/20000, episode_reward : 65, episode_length : 10, CTR : 0.9, a_loss : -29.490772247314453, q_loss : 0.015255795791745186
18988/20000, episode_reward : 10, episode_length : 4, CTR : 1.0, a_loss : -30.01288604736328, q_loss : 0.014138748869299889
18989/20000, episode_reward : 22, episode_length : 5, CTR : 1.0, a_loss : -33.3588752746582, q_loss : 0.012302177026867867
18990/20000, episode_reward : 6, episode_length : 2, CTR : 1.0, a_loss : -24.82001495361328, q_loss : 0.010339317843317986
18991/20000, episode_reward : 5, episode_length : 2, CTR : 0.5, a_loss : -32.18995666503906, q_loss : 0.013842714950442314
18992/20000, episode_reward : 72, episode_length : 9, CTR : 1.0, a_loss : -29.607894897460938, q_loss : 0.011284035630524158
18993/20000, episode_reward : 18, episode_length : 13, CTR : 0.6923076923076923, a_loss : -26.397167205810547, q_loss : 0.007147804368287325
18994/20000, episode_reward : 56, episode_length : 7, CTR : 1.0, a_loss : -21.80048942565918, q_loss : 0.011153685860335827
18995/20000, episode_reward : 27, episode_length : 6, CTR : 1.0, a_loss : -28.550142288208008, q_loss : 0.011215606704354286
18996/20000, episode_reward : 179, episode_length : 34, CTR : 0.9705882352941176, a_loss : -29.721769332885742, q_loss : 0.010487602092325687
18997/20000, episode_reward : 32, episode_length : 4, CTR : 1.0, a_loss : -28.36662483215332, q_loss : 0.010771254077553749
18998/20000, episode_reward : 4, episode_length : 2, CTR : 1.0, a_loss : -29.443620681762695, q_loss : 0.017665717750787735
18999/20000, episode_reward : 35, episode_length : 10, CTR : 0.7, a_loss : -31.912757873535156, q_loss : 0.011953958310186863
19000/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -29.644906997680664, q_loss : 0.013703800737857819
19001/20000, episode_reward : 25, episode_length : 6, CTR : 0.8333333333333334, a_loss : -28.30987548828125, q_loss : 0.013876842334866524
19002/20000, episode_reward : 70, episode_length : 10, CTR : 0.9, a_loss : -27.153345108032227, q_loss : 0.013791358098387718
19003/20000, episode_reward : 10, episode_length : 2, CTR : 1.0, a_loss : -25.89870262145996, q_loss : 0.011298002675175667
19004/20000, episode_reward : 10, episode_length : 2, CTR : 1.0, a_loss : -25.53299903869629, q_loss : 0.010746601037681103
19005/20000, episode_reward : 16, episode_length : 2, CTR : 1.0, a_loss : -27.128767013549805, q_loss : 0.012221363373100758
19006/20000, episode_reward : 86, episode_length : 24, CTR : 0.9583333333333334, a_loss : -25.491771697998047, q_loss : 0.009568672627210617
19007/20000, episode_reward : 90, episode_length : 18, CTR : 0.9444444444444444, a_loss : -29.865909576416016, q_loss : 0.015436368063092232
19008/20000, episode_reward : 32, episode_length : 6, CTR : 1.0, a_loss : -26.03660774230957, q_loss : 0.01556344423443079
19009/20000, episode_reward : 5, episode_length : 1, CTR : 1.0, a_loss : -31.44537353515625, q_loss : 0.010410605929791927
19010/20000, episode_reward : 66, episode_length : 9, CTR : 0.8888888888888888, a_loss : -26.519855499267578, q_loss : 0.013442855328321457
19011/20000, episode_reward : 10, episode_length : 6, CTR : 0.8333333333333334, a_loss : -26.648624420166016, q_loss : 0.012770435772836208
19012/20000, episode_reward : 5, episode_length : 1, CTR : 1.0, a_loss : -31.881271362304688, q_loss : 0.010389444418251514
19013/20000, episode_reward : 20, episode_length : 6, CTR : 0.6666666666666666, a_loss : -21.957273483276367, q_loss : 0.007406290620565414
19014/20000, episode_reward : 72, episode_length : 10, CTR : 0.9, a_loss : -31.206636428833008, q_loss : 0.017675843089818954
19015/20000, episode_reward : 71, episode_length : 16, CTR : 1.0, a_loss : -27.36302947998047, q_loss : 0.011327020823955536
19016/20000, episode_reward : 122, episode_length : 29, CTR : 0.7931034482758621, a_loss : -26.024248123168945, q_loss : 0.009802242740988731
19017/20000, episode_reward : 5, episode_length : 1, CTR : 1.0, a_loss : -28.35753631591797, q_loss : 0.01156746968626976
19018/20000, episode_reward : 25, episode_length : 5, CTR : 1.0, a_loss : -29.921220779418945, q_loss : 0.01664024405181408
19019/20000, episode_reward : 45, episode_length : 7, CTR : 0.8571428571428571, a_loss : -31.545068740844727, q_loss : 0.011753467842936516
19020/20000, episode_reward : 5, episode_length : 2, CTR : 0.5, a_loss : -30.819263458251953, q_loss : 0.013964175246655941
19021/20000, episode_reward : 14, episode_length : 12, CTR : 0.5833333333333334, a_loss : -31.062707901000977, q_loss : 0.018727224320173264
19022/20000, episode_reward : 4, episode_length : 2, CTR : 1.0, a_loss : -25.809925079345703, q_loss : 0.008798633702099323
19023/20000, episode_reward : 10, episode_length : 11, CTR : 0.36363636363636365, a_loss : -30.921253204345703, q_loss : 0.00998329371213913
19024/20000, episode_reward : 4, episode_length : 2, CTR : 1.0, a_loss : -22.247373580932617, q_loss : 0.014811563305556774
19025/20000, episode_reward : 96, episode_length : 20, CTR : 1.0, a_loss : -28.59713363647461, q_loss : 0.01089814119040966
19026/20000, episode_reward : 9, episode_length : 2, CTR : 1.0, a_loss : -21.148338317871094, q_loss : 0.022579452022910118
19027/20000, episode_reward : 8, episode_length : 2, CTR : 1.0, a_loss : -29.706918716430664, q_loss : 0.015065974555909634
19028/20000, episode_reward : 28, episode_length : 6, CTR : 0.8333333333333334, a_loss : -28.736881256103516, q_loss : 0.01343446597456932
19029/20000, episode_reward : 68, episode_length : 9, CTR : 1.0, a_loss : -29.67190933227539, q_loss : 0.010665824636816978
19030/20000, episode_reward : 247, episode_length : 34, CTR : 0.9411764705882353, a_loss : -28.241676330566406, q_loss : 0.013189880177378654
19031/20000, episode_reward : 96, episode_length : 14, CTR : 0.8571428571428571, a_loss : -30.48053741455078, q_loss : 0.018091384321451187
19032/20000, episode_reward : 22, episode_length : 12, CTR : 0.9166666666666666, a_loss : -29.46521759033203, q_loss : 0.011760108172893524
19033/20000, episode_reward : 5, episode_length : 2, CTR : 0.5, a_loss : -33.249820709228516, q_loss : 0.013053016737103462
19034/20000, episode_reward : 24, episode_length : 6, CTR : 1.0, a_loss : -26.453166961669922, q_loss : 0.01508390437811613
19035/20000, episode_reward : 35, episode_length : 8, CTR : 0.875, a_loss : -30.739351272583008, q_loss : 0.012543472461402416
19036/20000, episode_reward : 40, episode_length : 7, CTR : 0.7142857142857143, a_loss : -35.801395416259766, q_loss : 0.014317772351205349
19037/20000, episode_reward : 16, episode_length : 2, CTR : 1.0, a_loss : -35.68165969848633, q_loss : 0.012378589250147343
19038/20000, episode_reward : 8, episode_length : 14, CTR : 0.07142857142857142, a_loss : -27.22787857055664, q_loss : 0.011953704059123993
19039/20000, episode_reward : 20, episode_length : 4, CTR : 1.0, a_loss : -26.863632202148438, q_loss : 0.020126018673181534
